Timestamp,phone_type,undergrad_major,num_cups,sleep_hrs,fav_sports,ds_skills,outdoor_hrs,ai_tools_use,ideal_temp,phone_hrs,music_while_studying,music_genre,num_states,fav_season,study_env,summer_desc,general_area_of_study,class_session,min_num_cups,max_num_cups,avg_num_cups,min_sleep_hrs,max_sleep_hrs,avg_sleep_hrs
2025-08-27 11:06:39,iPhone,Statistics,1,9,Hockey,3.0,2.0,rarely,65,4,Yes,Pop,15,Summer,Library,Fun,Math,Session 2,1.0,1.0,1.0,9.0,9.0,9.0
2025-08-27 11:06:41,iPhone,Astrophysics,2,7,Football,6.5,3.0,Often,71,7.5,Yes,Alternative,29,Fall,Coffee shop,Relaxing,Science,Session 2,2.0,2.0,2.0,7.0,7.0,7.0
2025-08-27 11:06:42,iPhone,"Computer Science, Economics",1,7,"['Swimming', 'Football']",7.0,0.75,Always,Mid to high 70s,7,Yes,80s pop,26,Winter,Classrooms,Rollercoaster ,Dual Areas,Session 2,1.0,1.0,1.0,7.0,7.0,7.0
2025-08-27 11:06:42,iPhone,Statistics,0,7,Baseball,2.0,2.0,Often,70,7,Yes,Funk/Yacht Rock,36,Fall,Library/,Uneventful,Math,Session 2,0.0,0.0,0.0,7.0,7.0,7.0
2025-08-27 11:06:54,iPhone,Psychology,1,7,Basketball,3.0,2.0,Often,70,5.5 hrs,Yes,RnB,6,Spring,Library or reading rooms,Invigorating,Science,Session 2,1.0,1.0,1.0,7.0,7.0,7.0
2025-08-27 11:06:55,iPhone,Math,0,8.5,Basketball,8.0,3.0,Often,85,5,Yes,Rap,25,Spring,"Library, dorm",Chill,Math,Session 2,0.0,0.0,0.0,8.5,8.5,8.5
2025-08-27 11:06:56,iPhone,Digital Narrative and Interactive Design,0,6-7,Basketball,6.0,1.0,never,71,10,Yes,pop punk/riot grrl ,9,Fall,my room or the library ,boring ,Computer Science,Session 2,0.0,0.0,0.0,6.0,7.0,6.5
2025-08-27 11:07:07,iPhone,Statistics,usually 0 but like to treat myself to 1 ,6,"['Basketball', 'Volleyball']",4.0,5.0,Sometimes,73,3,Yes,rnb ,18,Fall,coffee shop or library ,FUN,Math,Session 2,0.0,1.0,0.5,6.0,6.0,6.0
2025-08-27 11:07:10,iPhone,Accounting,0-1,Not enough 🥺 maybe 4-6,,5.0,2.0,Always,75,8,Yes,R&b but typically based on daily mood,12,Fall,All! Depends on health/wellness needs,Depressing 🥺,Commerce,Session 2,0.0,1.0,0.5,4.0,6.0,5.0
2025-08-27 11:07:12,iPhone,Computer Science,0,8,Football,4.0,2.0,Often,75 degrees,4 hours,Yes,Country,20,Summer,Library,Exciting,Computer Science,Session 2,0.0,0.0,0.0,8.0,8.0,8.0
2025-08-27 11:07:13,iPhone,Data Science,1,7-9,Track & Field,8.0,3.0,Often,70,4,No,Soft pop,20,Fall,Coffee shop,Chaotic,Data Science,Session 2,1.0,1.0,1.0,7.0,9.0,8.0
2025-08-27 11:07:17,iPhone,Biology,0,7,"['Soccer', 'Formula 1']",5.0,3.0,Sometimes,75,4,No,Reggaeton ,8,Fall,Library ,Relaxing,Science,Session 2,0.0,0.0,0.0,7.0,7.0,7.0
2025-08-27 11:07:18,iPhone,Industrial and Systems Engineering ,0,7,Football,5.0,2.0,Often,80,5,Yes,EDM,20,Fall,My room ,Chill,Engineering,Session 2,0.0,0.0,0.0,7.0,7.0,7.0
2025-08-27 11:07:20,iPhone,Plant Biology ,0,5.5,Football,6.0,7.0,Often,70 degrees,9 hours,Yes,80s Music,5,Summer,Library,Legendary!,Science,Session 2,0.0,0.0,0.0,5.5,5.5,5.5
2025-08-27 11:07:22,iPhone,Economics,2,8,Basketball,7.5,3.0,Often,60,2.6,No,Folk,28,Fall,Library,Amazing,Commerce,Session 2,2.0,2.0,2.0,8.0,8.0,8.0
2025-08-27 11:07:23,iPhone,Statistics,0,7-8,Golf,8.0,1.0,Often,65,8.5,Yes,Kpop,8,Fall,My house,Hot,Math,Session 2,0.0,0.0,0.0,7.0,8.0,7.5
2025-08-27 11:07:23,iPhone,Electrical Engineering,2 (coffee),8,Football,7.0,3.0,rarely,74,5,No,Classic rock,40,Spring,Dorm,Grand,Engineering,Session 2,2.5,2.5,2.5,8.0,8.0,8.0
2025-08-27 11:07:29,iPhone,Computer Science,0,8,Cornhole,9.0,4.0,Often,74,6,Yes,Country/Folk,12,Fall,Library,Chill,Computer Science,Session 2,0.0,0.0,0.0,8.0,8.0,8.0
2025-08-27 11:07:29,iPhone,International Affairs,2,7,Olympic Women’s Gymnastics,5.0,4.0,Sometimes,60,4,No,Bluegrass,28,Fall,Backyard ,Stressful,Policy,Session 2,2.0,2.0,2.0,7.0,7.0,7.0
2025-08-27 11:07:35,Android,Commerce,2,8,,6.5,7.0,Often,75,4,Yes,Pop,3,Summer,Coffee shop,Peaceful,Commerce,Session 2,2.0,2.0,2.0,8.0,8.0,8.0
2025-08-27 11:07:35,Android,Computer Science,0,7,Football,6.0,4.0,Sometimes,75,6,Yes,Pop,27,Fall,Library,Exhilarating,Computer Science,Session 2,0.0,0.0,0.0,7.0,7.0,7.0
2025-08-27 11:07:50,iPhone,Math,0.5,8,Basketball,2.0,2.0,Sometimes,68,4,No,Hip hop,14,Spring,Library,Eh,Math,Session 2,0.5,0.5,0.5,8.0,8.0,8.0
2025-08-27 11:07:59,iPhone,Computer Science,0,9,Supercross,6.0,2.0,Sometimes,68,5.5,No,,14,Winter,Dorm,Calm,Computer Science,Session 2,0.0,0.0,0.0,9.0,9.0,9.0
2025-08-27 11:08:01,iPhone,Business analytics ,0,8,Football,6.0,2.0,Sometimes,68,5 hours ,Yes,Rap ,10,Fall,Library or coffee shop ,Fast-paced ,Commerce,Session 2,0.0,0.0,0.0,8.0,8.0,8.0
2025-08-27 11:08:02,Android,"Computer Science, Data Science",3,7.5,Football,10.0,3.0,Always,68,7,Yes,Rock,43,Fall,Coffee shop,Pulchritudinous,Dual Areas,Session 2,3.0,3.0,3.0,7.5,7.5,7.5
2025-08-27 11:08:28,iPhone,Physics ,0-1,8-10,,7.5,2.0,rarely,70 degrees ,2.5 hours,Yes,Girly pop,18,Summer,Coffee shop or library - outdoors is hard to see a laptop screen,Relaxing!,Science,Session 2,0.0,1.0,0.5,8.0,10.0,9.0
2025-08-27 11:08:30,iPhone,Computer Engineering,6,7,Baseball,8.0,0.0,rarely,90,2,No,Jazz,10,Fall,Library,Fine,Engineering,Session 2,6.0,6.0,6.0,7.0,7.0,7.0
2025-08-27 11:08:37,iPhone,Statistics,100mg of caffeine,6,Volleyball,2.0,0.5,Sometimes,71,4.5,Yes,Jazz-pop,17,Winter,Room or coffee shop,Adventurous,Math,Session 2,1.0,1.0,1.0,6.0,6.0,6.0
2025-08-27 11:08:37,iPhone,Biomedical Engineering,1,7,Basketball,7.0,2.0,Often,55,2hr 59min,Yes,Country,13,Fall,coffee shop,chaotic,Engineering,Session 2,1.0,1.0,1.0,7.0,7.0,7.0
2025-08-27 11:08:42,iPhone,Commerce,2,7,Basketball,5.0,4.0,Always,75,7,No,R&B,18,Summer,Library,Busy ,Commerce,Session 2,2.0,2.0,2.0,7.0,7.0,7.0
2025-08-27 11:08:44,iPhone,Statistics,0,7,,5.0,1.0,Sometimes,65,8,Yes,All,16,Summer,"quiet, indoors, sunny",Busy,Math,Session 2,0.0,0.0,0.0,7.0,7.0,7.0
2025-08-27 11:09:56,iPhone,Chemical Engineering,4 cups of tea in the morning per day,7 hours,Basketball,3.5,1.0,Sometimes,74F,1 hour 46 minutes ,No,Classical piano music and pop music ,3,Fall,My own apartment or somewhere quiet on campus ,Great,Engineering,Session 2,4.0,4.0,4.0,7.0,7.0,7.0
